idx,temperture,magnetization,specific heat,abs(sigma),sigma**2,sigma**4,HH,HH**2
0,2.200000,0.784982,1.422460,803.822000,655982.080000,448889893632.565308,-49.473125,2454.474801
1,2.203846,0.778802,1.468782,797.493571,647275.576286,439066604046.654297,-49.332054,2440.785292
2,2.207692,0.774417,1.467567,793.002857,640475.792571,430659585680.106506,-49.111241,2419.066785
3,2.211538,0.772170,1.449768,790.702429,636308.782000,424822260375.292053,-49.029384,2410.971162
4,2.215385,0.763821,1.511762,782.152571,624845.367429,412734510201.396973,-48.784821,2387.378422
5,2.219231,0.754500,1.557091,772.608143,612150.627714,399305202422.726990,-48.525098,2362.353807
6,2.223077,0.749120,1.611718,767.099000,603932.735143,390117881179.562866,-48.356143,2346.281777
7,2.226923,0.748190,1.599347,766.146429,602729.696286,388612425380.357910,-48.298000,2340.628263
8,2.230769,0.733402,1.664369,751.003857,583270.610571,368926980837.101074,-47.936330,2306.174218
9,2.234615,0.733459,1.609319,751.061571,581738.630571,365619540938.757385,-47.826455,2295.405974
10,2.238462,0.720033,1.776356,737.313714,565430.209143,351041146952.535034,-47.521670,2267.209892
11,2.242308,0.715039,1.715241,732.199571,557404.027143,341269375875.534668,-47.355554,2251.172587
12,2.246154,0.708273,1.829348,725.271143,549359.709143,334379900674.549255,-47.190955,2236.215706
13,2.250000,0.701551,1.775837,718.388429,539739.758571,324026874571.025635,-47.006723,2218.622204
14,2.253846,0.695005,1.751156,711.685571,531828.923143,316792596696.458435,-46.845964,2203.439931
15,2.257692,0.684931,1.756583,701.369571,519300.296857,305098721116.536438,-46.603446,2180.834828
16,2.261538,0.676974,1.826177,693.221571,508743.271714,294977355889.695190,-46.380741,2160.513227
17,2.265385,0.664672,1.815060,680.623714,493814.852000,281406082762.343933,-46.119036,2136.280283
18,2.269231,0.653640,1.840281,669.327714,480975.862286,270641812235.697296,-45.912527,2117.436477
19,2.273077,0.648192,1.762231,663.748286,472980.993143,261675671946.474335,-45.674295,2095.246425
20,2.276923,0.632516,1.904302,647.696857,455371.023429,248081833435.883942,-45.377170,2068.960146
21,2.280769,0.628830,1.869068,643.921714,450730.856000,243776013565.504028,-45.237580,2056.161398
22,2.284615,0.610704,1.901728,625.360714,430859.492286,228347207885.707611,-44.950795,2030.499945
23,2.288462,0.602731,1.822736,617.197000,419957.588857,217915984137.399567,-44.713661,2008.857223
24,2.292308,0.588886,1.903156,603.019143,406206.990286,208454784526.808105,-44.491527,1989.496421
25,2.296154,0.582821,1.849070,596.809000,398303.844857,201467058993.256256,-44.318312,1973.861715
26,2.300000,0.566192,1.977405,579.781000,380160.989429,187497390091.416412,-43.897429,1937.444710
27,2.303846,0.549731,1.971937,562.924714,362826.248857,174781829000.265961,-43.554107,1907.426712
28,2.307692,0.547561,1.836670,560.702714,359217.131714,171376324389.635529,-43.563920,1907.596177
29,2.311538,0.534727,1.859916,547.560714,346318.055714,162278198248.470551,-43.340446,1888.332219
30,2.315385,0.530282,1.956723,543.008286,341786.160000,159414677996.352722,-43.168152,1873.979331
31,2.319231,0.511101,1.823324,523.367571,320552.134000,143893172544.938385,-42.827679,1844.017402
32,2.323077,0.486992,1.895383,498.679857,298475.339143,130328667205.483795,-42.406348,1808.527155
33,2.326923,0.498955,1.883542,510.930143,309656.181429,137233850760.784439,-42.631366,1827.631948
34,2.330769,0.478860,1.792078,490.353143,289025.170286,122959082243.780228,-42.204411,1790.947721
35,2.334615,0.468965,1.686623,480.220286,279439.521714,116554031930.726120,-41.999687,1773.166570
36,2.338462,0.450635,1.689065,461.450143,263100.754000,107089181201.223801,-41.705795,1748.609796
37,2.342308,0.454269,1.811677,465.171714,266671.278286,109844611659.028412,-41.659241,1745.431959
38,2.346154,0.434783,1.652629,445.217429,246541.658857,96619314590.397339,-41.316518,1716.151440
39,2.350000,0.422949,1.707196,433.100143,237295.516286,91954114769.530518,-41.128464,1700.978567
