idx,temperture,(staggered)magnetization,specific heat,abs(mm),mm**2,mm**4,HH/L,HH**2/L,cerror,berror
0,1.580000,0.990443,0.079933,0.990443,0.981068,0.962842,-25.511999,651.061652,0.000063,0.000000
1,1.582000,0.990442,0.080232,0.990442,0.981065,0.962838,-25.511586,651.041795,0.000075,0.000000
2,1.584000,0.990331,0.081101,0.990331,0.980848,0.962419,-25.506992,650.810138,0.000076,0.000000
3,1.586000,0.990261,0.080527,0.990261,0.980707,0.962141,-25.503161,650.613756,0.000071,0.000000
4,1.588000,0.990196,0.081183,0.990196,0.980580,0.961896,-25.500565,650.483524,0.000078,0.000000
5,1.590000,0.990197,0.082007,0.990197,0.980583,0.961905,-25.500317,650.473502,0.000067,0.000000
6,1.592000,0.990055,0.082307,0.990055,0.980304,0.961363,-25.493828,650.143867,0.000080,0.000000
7,1.594000,0.990025,0.081678,0.990025,0.980243,0.961240,-25.491829,650.040882,0.000071,0.000000
8,1.596000,0.989949,0.082493,0.989949,0.980093,0.960953,-25.488540,649.875799,0.000068,0.000000
9,1.598000,0.989950,0.081720,0.989950,0.980096,0.960955,-25.488335,649.863881,0.000069,0.000000
10,1.600000,0.989706,0.084613,0.989706,0.979617,0.960031,-25.477434,649.316275,0.000082,0.000000
11,1.602000,0.989667,0.084558,0.989667,0.979540,0.959879,-25.474342,649.159109,0.000090,0.000000
12,1.604000,0.989525,0.085320,0.989525,0.979260,0.959336,-25.468372,648.857506,0.000074,0.000000
13,1.606000,0.989507,0.084259,0.989507,0.979222,0.959259,-25.467705,648.821346,0.000080,0.000000
14,1.608000,0.989337,0.086062,0.989337,0.978889,0.958617,-25.459558,648.411644,0.000072,0.000000
15,1.610000,0.989420,0.085823,0.989420,0.979054,0.958940,-25.463750,648.625033,0.000068,0.000000
16,1.612000,0.989260,0.085917,0.989260,0.978738,0.958322,-25.455903,648.226265,0.000071,0.000000
17,1.614000,0.989191,0.087488,0.989191,0.978602,0.958065,-25.452953,648.080719,0.000077,0.000000
18,1.616000,0.989085,0.086884,0.989085,0.978393,0.957655,-25.448073,647.831324,0.000078,0.000000
19,1.618000,0.988888,0.088896,0.988888,0.978008,0.956915,-25.439242,647.387758,0.000083,0.000000
20,1.620000,0.988941,0.088284,0.988941,0.978111,0.957113,-25.441167,647.484651,0.000076,0.000000
21,1.622000,0.988798,0.089820,0.988798,0.977830,0.956574,-25.435465,647.199188,0.000083,0.000000
22,1.624000,0.988857,0.088343,0.988857,0.977946,0.956795,-25.438202,647.335134,0.000089,0.000000
23,1.626000,0.988698,0.089787,0.988698,0.977634,0.956191,-25.429486,646.896152,0.000090,0.000000
24,1.628000,0.988604,0.089844,0.988604,0.977448,0.955829,-25.425761,646.707427,0.000081,0.000000
25,1.630000,0.988511,0.090430,0.988511,0.977265,0.955474,-25.420828,646.458759,0.000085,0.000000
26,1.632000,0.988408,0.091574,0.988408,0.977063,0.955087,-25.416377,646.236125,0.000074,0.000000
27,1.634000,0.988332,0.091725,0.988332,0.976913,0.954795,-25.411914,646.010293,0.000092,0.000000
28,1.636000,0.988309,0.091974,0.988309,0.976869,0.954715,-25.412186,646.025362,0.000083,0.000000
29,1.638000,0.988151,0.092658,0.988151,0.976558,0.954112,-25.404369,645.630589,0.000086,0.000000
30,1.640000,0.987981,0.092980,0.987981,0.976224,0.953462,-25.396378,645.226078,0.000070,0.000000
