idx,temperture,(staggered)magnetization,specific heat,abs(mm),mm**2,mm**4,HH/L,HH**2/L,cerror,berror
0,1.760000,0.991771,0.066048,0.991771,0.983612,0.967500,-166.633301,27766.861750,0.000025,0.000000
1,1.762000,0.991723,0.065789,0.991723,0.983516,0.967312,-166.617609,27761.631885,0.000024,0.000000
2,1.764000,0.991672,0.066616,0.991672,0.983415,0.967114,-166.601742,27756.347582,0.000025,0.000000
3,1.766000,0.991602,0.066690,0.991602,0.983277,0.966843,-166.579462,27748.925103,0.000025,0.000000
4,1.768000,0.991541,0.067374,0.991541,0.983155,0.966602,-166.559866,27742.399478,0.000027,0.000000
5,1.770000,0.991500,0.067400,0.991500,0.983075,0.966445,-166.547446,27738.262805,0.000027,0.000000
6,1.772000,0.991423,0.067809,0.991423,0.982922,0.966145,-166.523249,27730.205541,0.000025,0.000000
7,1.774000,0.991377,0.067733,0.991377,0.982831,0.965965,-166.508691,27725.357373,0.000025,0.000000
8,1.776000,0.991292,0.068479,0.991292,0.982661,0.965631,-166.481128,27716.181899,0.000024,0.000000
9,1.778000,0.991249,0.068740,0.991249,0.982576,0.965464,-166.467836,27711.757687,0.000028,0.000000
10,1.780000,0.991186,0.068839,0.991186,0.982452,0.965221,-166.448423,27705.295664,0.000026,0.000000
11,1.782000,0.991121,0.068923,0.991121,0.982322,0.964966,-166.427695,27698.396688,0.000026,0.000000
12,1.784000,0.991063,0.069793,0.991063,0.982208,0.964741,-166.409779,27692.436551,0.000026,0.000000
13,1.786000,0.991003,0.069564,0.991003,0.982089,0.964508,-166.390652,27686.070830,0.000025,0.000000
14,1.788000,0.990941,0.070428,0.990941,0.981967,0.964269,-166.371540,27679.714380,0.000026,0.000000
15,1.790000,0.990885,0.070879,0.990885,0.981856,0.964050,-166.353110,27673.584368,0.000027,0.000000
16,1.792000,0.990815,0.071177,0.990815,0.981716,0.963776,-166.331482,27666.390369,0.000028,0.000000
17,1.794000,0.990765,0.071253,0.990765,0.981617,0.963581,-166.315054,27660.926559,0.000026,0.000000
18,1.796000,0.990698,0.072048,0.990698,0.981485,0.963322,-166.295089,27654.288880,0.000027,0.000000
19,1.798000,0.990626,0.071838,0.990626,0.981343,0.963044,-166.272680,27646.836207,0.000025,0.000000
20,1.800000,0.990579,0.072620,0.990579,0.981249,0.962860,-166.257440,27641.771792,0.000026,0.000000
21,1.802000,0.990508,0.072964,0.990508,0.981108,0.962582,-166.234967,27634.301041,0.000025,0.000000
22,1.804000,0.990445,0.073138,0.990445,0.980985,0.962340,-166.216127,27628.038886,0.000026,0.000000
23,1.806000,0.990368,0.073186,0.990368,0.980831,0.962040,-166.190753,27619.605229,0.000025,0.000000
24,1.808000,0.990306,0.073968,0.990306,0.980708,0.961799,-166.172545,27613.556549,0.000027,0.000000
25,1.810000,0.990248,0.074088,0.990248,0.980594,0.961574,-166.153807,27607.330174,0.000029,0.000000
26,1.812000,0.990178,0.074405,0.990178,0.980456,0.961303,-166.132311,27600.188975,0.000028,0.000000
27,1.814000,0.990112,0.074829,0.990112,0.980324,0.961045,-166.111087,27593.139577,0.000026,0.000000
28,1.816000,0.990045,0.075052,0.990045,0.980193,0.960788,-166.090749,27586.384423,0.000028,0.000000
29,1.818000,0.989978,0.075496,0.989978,0.980059,0.960526,-166.070031,27579.504594,0.000025,0.000000
30,1.820000,0.989929,0.075198,0.989929,0.979962,0.960336,-166.053717,27574.086031,0.000029,0.000000
